,id,target
0,2133,0.20274344217459378
1,6389,0.15005922155389348
2,4496,0.2973359147252162
3,2400,0.14411270446377458
4,4519,0.04942235941843448
5,2844,0.19855476761805707
6,2959,0.38156206489676203
7,2262,0.13960118371728555
8,7173,0.5159715435209095
9,5742,0.38536596436290677
10,855,0.08060174563148785
11,1796,0.3587868834117481
12,2144,0.26952265801062747
13,6564,0.22648337116025039
14,9,0.2778605623227027
15,358,0.2982292145689933
16,2982,0.12859985584953296
17,2408,0.43515901289396186
18,3788,0.30896835131542955
19,4255,0.23405670092671924
20,1578,0.01719392686221789
21,592,-0.14556073826111177
22,363,0.3975804190615829
23,4013,0.00699176599142175
24,4060,0.21853631354246836
25,220,0.03167806438899167
26,1071,0.13192645233200032
27,5118,0.31239396979360845
28,5816,-0.06513234472963284
29,2358,0.2665684321481719
30,5869,0.13856918461051762
31,8187,0.018264668964509335
32,5340,0.35514800675353664
33,7621,0.09551600318646829
34,2719,0.1889072976241302
35,7662,0.37963279575024567
36,7079,0.3253589875359428
37,1570,-0.025924118864513825
38,2931,0.23627433355164257
39,5474,0.35524371354089646
40,2888,0.2987400213220184
41,4808,0.1266576810730394
42,1232,0.18806752547935252
43,1111,0.14651117677060962
44,6112,0.29865663857006364
45,6961,-0.04427064581956022
46,6856,0.32068470785277314
47,4001,0.32641526973814927
48,7813,0.4130662901525349
49,4895,0.008775034849331459
50,2266,0.4913987017721831
51,6694,0.33097340856677027
52,1076,-0.01215252782101579
53,4339,0.27800658525831967
54,2006,0.2977924009163778
55,5284,0.42827968865270466
56,4587,0.14628288035771592
57,4743,0.0059777759268406505
58,1673,0.2207830800410438
59,3396,-0.17451990292375008
60,3679,0.2632746079316269
61,4569,-0.06653110898833291
62,673,0.1389657162604155
63,109,0.23861409865287175
64,5630,0.20870516497014963
65,5703,0.13789778693319282
66,4200,0.01849844906367764
67,4997,0.5060117937071984
68,5713,0.27864255350748435
69,5207,0.42507308779438696
70,7854,0.0688411811915173
71,1406,0.43864251618844535
72,3073,0.2300849537773691
73,3117,-0.1253889800845976
74,3103,0.12776680578839364
75,6794,0.25222140967861595
76,3916,0.1282171542848263
77,1681,0.4037862150336423
78,6454,0.3743194030318885
79,379,0.3645320166909821
80,1162,0.14940334640801958
81,3564,0.11568876532098926
82,6223,-0.11273479502026709
83,1866,0.1664387373022988
84,554,0.0387376927636421
85,7898,-0.049703299586528235
86,863,0.28375193697180634
87,7651,0.04922902756952189
88,3840,0.2599784760673479
89,6029,0.031320852962464105
90,2180,0.04884424304955229
91,608,0.47081011850934074
92,7551,0.12042525328967033
93,5683,0.30661416109107553
94,5925,0.2566989095286857
95,1345,-0.16320667254979326
96,4663,0.11454571960160873
97,3266,0.32149638128624086
98,4216,0.4557570763417245
99,5820,0.3035626035393467
100,3458,0.18556301613476922
101,3136,0.2361893055625497
102,1807,0.08109778862401407
103,7731,0.20333668924463325
104,1554,0.3187961608698634
105,4666,0.37178709383447595
106,4707,0.2391918834274393
107,5589,0.38191896794554536
108,2604,0.13085927622722812
109,5385,0.047008877469788525
110,566,0.13273087282784832
111,241,0.36967390467600547
112,1196,0.13808918784750387
113,6788,-0.131243184573879
114,876,-0.03657356379353077
115,5124,0.08018886837656626
116,2192,0.3948419689411712
117,5041,0.2046926084788716
